id_processo,numero_processo,polo_ativo,polo_passivo,tipo_processo,area_juridica,valor_causa,custo_total,honorarios_advogado,provisao_risco,fase_atual,status_processo,data_abertura,data_ultima_movimentacao,data_encerramento,tempo_tramitacao_dias,decisao_final,responsavel,escritorio_responsavel,tribunal_responsavel,comarca,instancia,uf_processo,descricao_processo,movimentacoes
514,85060-73.2010.2.59.2088,Rios - EI,Raquel Cunha,Cautelar,Direito Imobiliário,779441.29,87427.87,93259.77,266750.16,Arquivado,Arquivado,2020-08-30,2021-09-29,2022-06-18,657.0,Recurso Improvido,Cauã Rocha,Nascimento Siqueira S.A. Advogados,TRF4,Ribeirão Preto,TST,CE,Sequi necessitatibus magnam repellat magnam.,"['2020-10-09: Facere voluptates rerum minima eveniet sapiente reiciendis.', '2020-10-24: Officia tenetur officiis adipisci beatae quia exercitationem placeat dolore assumenda.', '2021-01-20: Voluptatem alias est sit ut ducimus alias quidem suscipit vitae.', '2021-03-29: Occaecati ea omnis nemo reiciendis odit tempore id sit aut.', '2021-06-12: Amet architecto mollitia ipsa sapiente eaque perspiciatis consectetur.', '2021-07-07: Facere porro nisi voluptate eum perferendis rerum harum corrupti officiis.']"
515,37579-87.2021.2.78.2886,Santos e Filhos,Daniel Barbosa,Execução,Direito Previdenciário,866864.16,120804.67,0.0,608649.5,Encerrado,Encerrado,2024-07-19,2025-05-26,2025-02-03,199.0,Improcedente,Ana Beatriz Alves,Rodrigues Duarte S/A Advogados,TRF3,Porto Alegre,2ª Instância,AP,Ex quasi esse ipsum excepturi dolor distinctio dolorem. Ut soluta necessitatibus dignissimos fugiat accusantium.,"['2024-08-17: Veniam optio modi reiciendis eligendi quisquam maxime ut.', '2024-09-15: Voluptatibus aspernatur dolores necessitatibus alias.', '2024-11-17: Tempora dignissimos libero provident corporis corporis ex hic quae ratione.', '2025-01-22: At doloribus veritatis maxime sunt labore provident iusto.', '2025-02-19: Cum nulla eius quasi totam magnam vitae qui amet.', '2025-03-22: Ducimus blanditiis fugiat non maiores voluptates recusandae sit occaecati.', '2025-04-29: Quam commodi rem magnam mollitia quis iste quos.']"
516,15485-15.1992.8.18.6618,Silva Ltda.,Mateus Duarte,Divórcio,Direito do Consumidor,193252.13,12221.21,10180.87,119913.18,Suspenso,Suspenso,2025-01-11,2025-05-06,,,,Yago Leão,Andrade Dias - ME Advogados,TJMG,São Paulo,STJ,RJ,Esse fugiat ipsa dolore harum quidem. Deserunt provident pariatur beatae totam corporis.,"['2025-03-03: Voluptates odio quam soluta recusandae eligendi consequatur voluptas.', '2025-04-09: Sint modi ipsum minima perferendis iste.', '2025-05-06: Asperiores inventore modi molestias itaque veritatis quos porro aliquam.']"
517,21809-36.1991.9.88.7468,Sá,Sampaio,Conhecimento,Direito Ambiental,287426.25,8057.43,0.0,189845.2,Suspenso,Suspenso,2021-08-13,2023-10-02,,,,Brenda Alves,Souza Novais - EI Advogados,TJSC,Belo Horizonte,2ª Instância,RN,Dolorem quas consequuntur tempora. Error qui maxime reiciendis at tempora est.,"['2021-09-05: Distinctio animi eligendi quidem atque doloremque.', '2021-09-20: Quibusdam voluptas molestias delectus adipisci odit ipsum vel qui libero.', '2021-11-01: Totam at doloremque ex ipsum.', '2022-01-27: Repellat quia qui occaecati provident expedita ab debitis consectetur rerum.', '2022-03-27: Consectetur culpa ad doloremque ipsam quia eum labore eaque ab mollitia.', '2022-04-27: Aliquid quam iusto eos odit unde aspernatur dolorem.', '2022-07-25: Molestiae deserunt voluptatem neque quibusdam numquam.', '2022-10-11: Saepe quo natus assumenda molestias porro quae dolor dolorum deserunt.', '2022-10-28: Ullam quibusdam quia rerum dicta praesentium architecto.', '2022-11-24: Eligendi perferendis asperiores enim facilis.', '2023-01-07: Assumenda pariatur eum autem beatae asperiores id veritatis nobis.', '2023-03-21: Reiciendis tempora neque cum doloremque quia.', '2023-04-20: Quia neque tenetur exercitationem perspiciatis voluptatibus distinctio officiis aliquam.', '2023-05-23: Voluptatum nam recusandae porro ullam.']"
518,46105-24.2017.6.71.6351,Liz Guerra,Julia Montenegro,Mandado de Segurança,Direito Administrativo,941571.15,126485.32,51907.98,0.0,Sentença,Ativo,2021-06-22,2022-06-26,,,,Brayan Pereira,Rodrigues Duarte S/A Advogados,TJMG,Goiânia,1ª Instância,GO,Saepe eos tempore veniam iusto quos.,"['2021-07-27: Magni modi esse velit.', '2021-10-11: Corrupti dolorum eos eaque quidem at libero.', '2021-11-24: Molestias labore libero culpa nesciunt magni odit aspernatur.', '2022-02-18: Aperiam ipsa architecto sint ab odit qui ipsam neque repellat.', '2022-05-07: Voluptas tempore adipisci quibusdam corrupti sed corporis.', '2022-06-26: Eum porro dignissimos animi fugiat.']"
519,17904-21.1993.8.93.2398,Amanda Cavalcanti,da Costa Castro S.A.,Usucapião,Direito Civil,650444.18,88562.4,66483.44,0.0,Saneamento,Ativo,2024-02-04,2025-06-04,,,,Luiz Henrique Ferreira,Andrade Dias - ME Advogados,TRF4,Belo Horizonte,STJ,PI,Cumque voluptatum sequi eaque fugit. Dolore saepe dolore quae nesciunt.,"['2024-03-26: Nostrum assumenda iusto incidunt modi praesentium natus impedit quam accusantium.', '2024-04-14: Quisquam laudantium recusandae molestias at veniam.', '2024-05-30: Aperiam quam minima veniam exercitationem nihil debitis.', '2024-06-21: Harum atque laboriosam nam sapiente.', '2024-07-21: Tempore eum corrupti recusandae magnam ad aliquam non.', '2024-08-07: Velit repudiandae earum natus fuga aliquam error officia qui.', '2024-10-07: Labore totam totam commodi amet.', '2024-12-12: Laboriosam saepe suscipit repudiandae nam reprehenderit ex.', '2025-02-28: Harum cum sit minima ducimus blanditiis.', '2025-05-26: Perspiciatis eum officiis similique placeat asperiores dolor.', '2025-06-04: Accusamus consequuntur repudiandae et consequuntur ex similique ad cupiditate.', '2025-06-04: Pariatur qui rerum fuga tempore tempora vel.']"
520,65468-39.1994.6.57.6702,Caleb Porto,Nunes S.A.,Mandado de Segurança,Direito Tributário,836933.44,37790.84,60352.98,598679.83,Petição Inicial,Ativo,2021-05-17,2022-07-16,,,,Yago Leão,Azevedo Advogados,TST,Goiânia,1ª Instância,BA,Earum accusamus tempore aliquid.,['2021-07-23: Nemo saepe repudiandae optio iste enim in eos doloremque.']
521,82593-29.1996.8.52.5524,Dra. Ana Júlia Ferreira,Isaque Araújo,Inventário,Direito Tributário,98330.9,10988.17,7028.74,78148.1,Alegações Finais,Ativo,2023-04-21,2025-04-12,,,,Luiz Henrique Ferreira,Carvalho Advogados,TRF1,Fortaleza,1ª Instância,PI,Quasi nisi nisi. Aperiam necessitatibus sequi dolorum dolores vel dolores architecto.,['2023-07-04: Quod magnam facere maiores expedita exercitationem sequi inventore nobis facere.']
522,21067-25.2022.1.53.8421,Carolina Cardoso,Dra. Raquel Cassiano,Execução,Direito do Consumidor,870358.94,52706.29,91483.04,644780.46,Encerrado,Encerrado,2022-02-28,2023-01-31,2023-01-17,323.0,Acordo Homologado,Maria Clara Castro,Andrade Dias - ME Advogados,TJSC,Rio de Janeiro,1ª Instância,TO,Quam quasi quod sequi ipsam dolores rerum.,"['2022-05-26: Fugit similique explicabo illo mollitia sint animi culpa consequatur odit.', '2022-08-04: Fugiat molestias error libero.', '2022-09-11: Soluta corrupti nisi aperiam similique veritatis quia id asperiores deleniti.', '2022-11-09: Soluta nisi ducimus beatae cumque beatae eaque quas.', '2023-01-31: Temporibus ut earum ab reprehenderit ratione reiciendis officiis occaecati aut.']"
523,79222-86.2012.8.55.8036,Sra. Sabrina Guerra,Juan Cunha,Inventário,Direito Civil,999758.97,122481.95,171351.23,747712.57,Arquivado,Arquivado,2025-03-24,2025-06-04,2025-05-08,45.0,Prejudicado,Amanda Novais,Martins Garcia Ltda. Advogados,TRT2,São Paulo,STJ,DF,Officiis neque eveniet maiores sequi adipisci dolorem.,"['2025-04-27: Dicta atque facere officiis dolores nulla iure unde dicta.', '2025-05-22: Voluptatem consectetur voluptates repudiandae fugiat recusandae vel culpa voluptatum.', '2025-06-04: Adipisci est deserunt saepe ex.', '2025-06-04: Assumenda dolorem alias aliquid corporis labore quia accusamus perferendis nihil.', '2025-06-04: Voluptatem laborum praesentium quam sit totam expedita occaecati.', '2025-06-04: Provident cum inventore debitis odio.', '2025-06-04: Consequuntur minus magni asperiores quam velit quae soluta laudantium officiis.', '2025-06-04: Laborum numquam nostrum saepe quia dicta.', '2025-06-04: Ab fuga aspernatur voluptate facilis officiis.', '2025-06-04: Ratione repellat sint deleniti.', '2025-06-04: Accusamus dolor numquam nam facere necessitatibus ullam.', '2025-06-04: Porro maxime eos dolore perferendis temporibus.', '2025-06-04: Beatae ea unde consequuntur accusantium voluptatem.', '2025-06-04: Molestias ratione recusandae dolore at.', '2025-06-04: Officia accusamus exercitationem voluptate iusto.', '2025-06-04: Cumque sequi temporibus dolorum esse quasi enim vel ex.', '2025-06-04: Unde ut odio laboriosam excepturi explicabo recusandae.', '2025-06-04: Tempora mollitia minus modi atque hic.']"
524,53297-80.1991.2.15.1828,Andrade,Rafael Leão,Inventário,Direito Previdenciário,655448.09,60287.49,156190.21,440410.13,Suspenso,Suspenso,2021-08-22,2022-04-07,,,,Julia Aparecida,Martins Garcia Ltda. Advogados,TJRS,São Paulo,1ª Instância,SC,Quam repudiandae corporis quis. Corrupti asperiores eligendi illum doloremque expedita.,"['2021-10-07: Commodi fugit expedita eos modi ipsa maxime impedit quis.', '2021-10-30: Quae quod molestiae debitis distinctio sint dicta dolore culpa consectetur aperiam.', '2021-12-24: Ea soluta consequuntur vitae eos cum explicabo mollitia nulla ea nam.', '2022-01-30: Cumque quam dolorum adipisci aut.', '2022-02-19: Officia quam quas repellendus quia ratione ducimus optio.', '2022-04-07: Quae labore laborum quo eaque neque nesciunt ea eius voluptatibus.']"
525,90027-77.2022.1.76.5876,Josué Porto,Diogo Rezende,Inventário,Direito de Família,66053.53,4944.42,4891.63,38468.89,Suspenso,Suspenso,2024-02-23,2025-06-04,,,,Heloísa Vargas,Carvalho Advogados,TST,Ribeirão Preto,2ª Instância,RO,At inventore nesciunt impedit. Dolor recusandae blanditiis qui itaque quo.,"['2024-04-26: Recusandae doloribus animi similique eum expedita.', '2024-05-23: Deleniti occaecati blanditiis eaque sequi officia iure iste.', '2024-06-26: Voluptatum animi ipsum dolorum consequatur.', '2024-08-07: Nulla inventore facere minus facilis autem.', '2024-10-23: Autem a quidem ullam quisquam ipsum et.', '2024-12-13: Eius illum sequi neque quidem corrupti fuga laborum sit.', '2025-01-03: Labore porro dolorem enim quo fugiat veniam.', '2025-03-21: Beatae atque hic amet animi sint non eveniet dignissimos.', '2025-06-04: Ducimus quo suscipit unde.', '2025-06-04: Dolor dolores amet illo porro velit libero labore.', '2025-06-04: Nobis id laudantium eveniet corporis id maxime.', '2025-06-04: Aliquid tenetur magni itaque eius a distinctio.', '2025-06-04: Dignissimos tenetur nostrum soluta hic labore ratione vel facilis numquam.', '2025-06-04: Sint cum autem eveniet corrupti rem consequatur impedit.', '2025-06-04: Veritatis molestiae repudiandae tempora ut.']"
526,67264-23.2003.9.86.5736,Renan Pimenta,João Miguel Moraes,Monitória,Direito Imobiliário,883541.57,113744.5,0.0,239858.39,Recurso Especial,Ativo,2024-03-25,2025-06-04,,,,Julia Aparecida,Nascimento Siqueira S.A. Advogados,TRF2,Florianópolis,STJ,CE,Officia a voluptates odit nisi voluptates laboriosam.,"['2024-06-17: Nihil repellat error laborum qui ad eius dolorem.', '2024-07-23: Voluptate ipsam ratione nihil veniam nisi possimus.', '2024-08-20: Itaque corrupti repellendus doloribus illum temporibus.', '2024-09-15: Dolore aliquam iure minus veniam dignissimos dolor quo.', '2024-11-21: Neque asperiores magnam quidem optio facilis in numquam asperiores magnam.', '2024-12-13: Mollitia quidem quia consequuntur odit similique minima ipsa eveniet.', '2025-01-17: Ut explicabo placeat repellat numquam.', '2025-02-04: Error quos illum exercitationem voluptatibus alias.', '2025-03-24: Ipsum perspiciatis itaque pariatur sit cum doloremque.', '2025-04-20: Quod ut officiis harum illum culpa quasi voluptas.', '2025-06-04: Molestias nemo sunt necessitatibus molestiae.', '2025-06-04: Doloremque rem incidunt quia iste incidunt numquam harum.', '2025-06-04: Consectetur dolores accusamus ratione iste facilis ducimus officiis.', '2025-06-04: Beatae deserunt magni quos nemo atque itaque.']"
527,99698-89.2022.9.75.8349,Santos e Filhos,da Luz Moura - EI,Monitória,Direito do Consumidor,927875.57,75297.52,0.0,0.0,Arquivado,Arquivado,2024-09-11,2025-06-04,2025-05-25,256.0,Recurso Improvido,Brenda Alves,Carvalho Advogados,TRT1,Ribeirão Preto,TST,MA,Quo dolor cumque dolorum eum. Adipisci est cumque ea.,"['2024-10-11: Perspiciatis commodi maxime fugiat provident impedit ea suscipit mollitia a.', '2024-12-22: Ad cupiditate vitae perspiciatis eos harum assumenda possimus eveniet labore.', '2025-02-20: Natus id voluptatibus sed explicabo libero amet tenetur.', '2025-05-12: Repellat dicta quidem cupiditate voluptates perferendis minima ad neque blanditiis.', '2025-06-04: Suscipit aspernatur illo ducimus nam ipsum voluptate eos.', '2025-06-04: Distinctio et mollitia ea animi placeat suscipit itaque quam.', '2025-06-04: Error culpa quibusdam consequatur eaque soluta porro rem.', '2025-06-04: Veniam itaque nisi dolorum iusto magnam sapiente aspernatur inventore molestiae.', '2025-06-04: Doloremque quaerat quas aliquid unde ullam necessitatibus iusto fugit.', '2025-06-04: Amet cum ad ullam porro.']"
528,67365-01.2024.3.08.1420,Ana Liz Souza,Liz Guerra,Execução,Direito de Família,842750.03,107784.89,56485.83,145966.8,Réplica,Ativo,2023-04-13,2025-06-04,,,,Sra. Zoe Campos,Nunes Silva Ltda. Advogados,TST,Ribeirão Preto,1ª Instância,TO,Cupiditate tenetur deleniti dolore natus minima. Dolorem similique tempore aperiam eligendi officia id et.,"['2023-06-30: Delectus numquam corporis sunt ad facere voluptatum officia.', '2023-09-28: Neque autem sunt necessitatibus illo.', '2023-11-16: Expedita eveniet est ipsam harum impedit nostrum.', '2023-12-22: In sed velit ad nobis soluta illum.', '2024-02-29: Unde repellat fuga voluptate corrupti voluptas optio deleniti tempore enim.', '2024-05-25: Sequi illo error repellat magni veniam.', '2024-08-12: Neque enim aliquam omnis repellendus accusantium nisi quas molestias mollitia.', '2024-09-15: Dolore sapiente asperiores ducimus neque libero.', '2024-11-28: Dolore in incidunt vero amet.', '2025-02-01: Quae tempore iure et unde deleniti aut officia.', '2025-05-01: Recusandae laborum ratione excepturi vitae molestiae libero asperiores possimus.', '2025-06-04: Exercitationem quas dolorum debitis saepe iste veritatis dolorem quia iure quis.', '2025-06-04: Dicta velit a adipisci temporibus ducimus veritatis deserunt officiis.', '2025-06-04: Quas officia nostrum est error quos reprehenderit quisquam velit.', '2025-06-04: Ut alias voluptas sit mollitia harum.']"
529,87180-45.2004.2.34.2448,Casa Grande Alves S/A,Maria Luísa Pinto,Monitória,Direito Ambiental,488019.28,50942.84,0.0,136306.01,Arquivado,Arquivado,2024-07-22,2025-06-04,2025-05-31,313.0,Recurso Provido,Luiz Henrique Ferreira,Nascimento Siqueira S.A. Advogados,TST,Fortaleza,2ª Instância,CE,Nihil aut dolore fugiat ullam consequuntur facere.,"['2024-09-25: Cumque et provident dolorum ex in itaque.', '2024-11-02: Sint debitis dolorem blanditiis neque nemo.', '2024-12-24: Dolorum labore possimus id beatae earum.', '2025-01-13: Eveniet quae provident aliquam ex fugit voluptates.', '2025-03-22: Sequi culpa distinctio animi natus temporibus.', '2025-05-12: Ea dolorem quo fugit quaerat ab sequi pariatur.', '2025-06-04: Rem rerum unde tenetur mollitia.', '2025-06-04: Consectetur nostrum dicta nihil corporis quisquam dignissimos iure ducimus eum.', '2025-06-04: Dolor voluptatum illum accusamus cum.', '2025-06-04: Deserunt illum magnam deleniti earum commodi nemo.', '2025-06-04: Nostrum perferendis voluptatum modi excepturi.', '2025-06-04: Fugit numquam doloribus fugit soluta officia culpa maiores deserunt quas.', '2025-06-04: Modi ipsam in soluta quaerat voluptate quia.', '2025-06-04: Minus animi voluptates illum saepe expedita.', '2025-06-04: Quos culpa commodi alias reprehenderit quis distinctio id.', '2025-06-04: Ex repellat iusto mollitia excepturi.', '2025-06-04: Quidem distinctio asperiores voluptatum repudiandae non odio placeat maxime.', '2025-06-04: Earum sed mollitia perferendis.', '2025-06-04: Debitis iste id porro facere vitae aliquam magnam eum molestiae suscipit.', '2025-06-04: Maiores reprehenderit veniam odio possimus aliquam nemo esse neque molestias.', '2025-06-04: Minus vero neque enim odit molestias suscipit quisquam sapiente id.', '2025-06-04: Ratione neque ut necessitatibus facilis esse.', '2025-06-04: Perspiciatis consequatur voluptate minima nulla deleniti a quo.', '2025-06-04: Libero amet veritatis magnam at dolorem cum neque dignissimos.', '2025-06-04: Reiciendis iure aperiam consequuntur laudantium consequatur doloremque esse.']"
530,60585-18.2000.6.75.4983,Pimenta,Leandro Fonseca,Ação Popular,Direito Penal,778886.61,36785.69,147472.49,103490.94,Arquivado,Arquivado,2025-03-10,2025-06-04,2025-05-26,77.0,Prejudicado,Luiz Miguel Oliveira,Rodrigues Duarte S/A Advogados,TJSP,Fortaleza,TST,SP,Sit incidunt ipsa fugit id nostrum repellat. Quo dicta doloribus quis corrupti necessitatibus minima.,"['2025-05-31: Quos quo quos porro esse aspernatur cupiditate eius consequatur consectetur.', '2025-06-04: At saepe saepe eveniet officiis.', '2025-06-04: Officia maiores expedita corporis error illum asperiores.', '2025-06-04: Harum modi sunt libero doloribus.', '2025-06-04: Laborum neque quia doloremque velit odio ex atque esse.', '2025-06-04: Ab deleniti laudantium animi aliquam odio velit ratione.', '2025-06-04: Eligendi unde aut asperiores.', '2025-06-04: Exercitationem incidunt provident odit sit tempore quidem dicta architecto excepturi.', '2025-06-04: Assumenda nobis dolorum assumenda cum.']"
531,19680-27.1997.4.46.3674,Carvalho,Raquel Alves,Mandado de Segurança,Direito do Trabalho,342387.29,50447.95,34547.74,60094.6,Suspenso,Suspenso,2021-03-23,2023-02-21,,,,Yago Leão,Andrade Dias - ME Advogados,TST,Florianópolis,STF,AC,Fugit quam quos laudantium quas tenetur. Esse quia tempora cumque.,"['2021-04-28: Magni explicabo assumenda neque neque nisi porro iusto.', '2021-06-28: Architecto esse beatae maiores sunt.', '2021-08-17: Quos provident labore reprehenderit suscipit.', '2021-10-09: Eaque harum modi doloremque esse porro.', '2021-12-26: Eius ex adipisci repellat quasi dolores quo odio.', '2022-01-28: Illum necessitatibus sed quam voluptate perferendis perspiciatis laudantium veniam dolorum culpa.', '2022-03-17: Quae cum cumque assumenda dolorem esse a hic maxime placeat.', '2022-04-16: Illo facere nihil tenetur tenetur dolorum fuga.', '2022-05-13: Quam illum facere minima fugit temporibus suscipit qui.', '2022-07-21: Dicta vitae occaecati minima quibusdam.', '2022-09-14: Quisquam nam aliquid eum hic assumenda.', '2022-10-03: Earum ipsa error error error eaque enim possimus impedit.', '2022-11-11: Culpa architecto hic ducimus error ad quaerat ipsa.', '2023-01-02: Iure hic harum porro vitae explicabo quaerat.', '2023-02-21: Saepe nulla laboriosam minus iure.']"
